date,vehicle_category,maker,electric_vehicles_sold
2023-01-01,2-Wheelers,Okayaev,1265.0
2023-01-01,2-Wheelers,Revolt,14.0
2023-01-01,2-Wheelers,Pureev,717.0
2023-01-01,2-Wheelers,BEING,571.0
2023-01-01,2-Wheelers,JITENDRA,522.0
2023-01-01,2-Wheelers,Others,4241.0
2024-01-01,2-Wheelers,OLA ELECTRIC,32275.0
2024-01-01,2-Wheelers,Tvs,15153.0
2024-01-01,2-Wheelers,ATHER,9244.0
2024-01-01,2-Wheelers,BAJAJ,10753.0
2024-01-01,2-Wheelers,AMPERE,2505.0
2024-01-01,2-Wheelers,OKINAWA,675.0
2024-01-01,2-Wheelers,Heroelectric,413.0
2024-01-01,2-Wheelers,OKAYA EV,574.0
2024-01-01,2-Wheelers,BGAUSS,1469.0
2024-01-01,2-Wheelers,BATTRE ELECTRIC,284.0
2024-01-01,2-Wheelers,KINETIC GREEN,810.0
2024-01-01,2-Wheelers,Revolt,524.0
2024-01-01,2-Wheelers,OTHERS,6664.0
2022-02-01,2-Wheelers,HERO ELECTRIC,7773.0
2022-02-01,2-Wheelers,OKINAWA,6122.0
2022-02-01,2-Wheelers,AMPERE,
2022-02-01,2-Wheelers,ATHER,2232.0
2022-02-01,2-Wheelers,PURE EV,1428.0
2022-02-01,2-Wheelers,OLA ELECTRIC,3911.0
2022-02-01,2-Wheelers,TVS,1560.0
2022-02-01,2-Wheelers,Revolt,1128.0
2022-02-01,2-Wheelers,BAJAJ,1372.0
2022-02-01,2-Wheelers,BEING,1149.0
2022-02-01,2-Wheelers,JITENDRA,583.0
2022-02-01,2-Wheelers,OTHERS,4033.0
2023-02-01,2-Wheelers,OLA ELECTRIC,17762.0
2023-02-01,2-Wheelers,OKINAWA,3848.0
2023-02-01,2-Wheelers,HERO ELECTRIC,5863.0
2023-02-01,2-Wheelers,AMPERE,6003.0
2023-02-01,2-Wheelers,Tvs,12671.0
2023-02-01,2-Wheelers,ATHER,10069.0
2023-02-01,2-Wheelers,BAJAJ,2537.0
2023-02-01,2-Wheelers,OKAYA EV,1232.0
2023-02-01,2-Wheelers,Revolt,79.0
2023-02-01,2-Wheelers,PURE EV,488.0
2023-02-01,2-Wheelers,BEING,337.0
2023-02-01,2-Wheelers,Jitendra,308.0
2023-02-01,2-Wheelers,Others,4874.0
2024-02-01,2-Wheelers,OLA ELECTRIC,33967.0
2024-02-01,2-Wheelers,Tvs,14431.0
2024-02-01,2-Wheelers,ATHER,8957.0
2024-02-01,2-Wheelers,BAJAJ,11603.0
2024-02-01,2-Wheelers,AMPERE,2577.0
2024-02-01,2-Wheelers,OKINAWA,652.0
2024-02-01,2-Wheelers,HERO ELECTRIC,323.0
2024-02-01,2-Wheelers,OKAYA EV,649.0
2024-02-01,2-Wheelers,BGAUSS,1334.0
2024-02-01,2-Wheelers,BATTRE ELECTRIC,219.0
2024-02-01,2-Wheelers,KINETIC GREEN,624.0
2024-02-01,2-Wheelers,REVOLT,473.0
2024-02-01,2-Wheelers,OTHERS,6154.0
2022-03-01,2-Wheelers,Heroelectric,-100.0
2022-03-01,2-Wheelers,OKINAWA,8586.0
2022-03-01,2-Wheelers,AMPERE,6666.0
2022-03-01,2-Wheelers,Ather,2232.0
2022-03-01,2-Wheelers,PURE EV,2065.0
2022-03-01,2-Wheelers,OLA ELECTRIC,9143.0
2022-03-01,2-Wheelers,Tvs,2391.0
2022-03-01,2-Wheelers,REVOLT,1413.0
2022-03-01,2-Wheelers,BAJAJ,855.0
2022-03-01,2-Wheelers,BEING,1013.0
2022-03-01,2-Wheelers,JITENDRA,1052.0
2022-03-01,2-Wheelers,OTHERS,5330.0
2023-03-01,2-Wheelers,OLA ELECTRIC,22398.0
2023-03-01,2-Wheelers,OKINAWA,4509.0
2023-03-01,2-Wheelers,HERO ELECTRIC,6661.0
2023-03-01,2-Wheelers,AMPERE,9736.0
2023-03-01,2-Wheelers,TVS,16896.0
2023-03-01,2-Wheelers,ATHER,12180.0
2023-03-01,2-Wheelers,BAJAJ,4552.0
2023-03-01,2-Wheelers,OKAYA EV,1765.0
2023-03-01,2-Wheelers,REVOLT,1140.0
2023-03-01,2-Wheelers,PURE EV,584.0
2023-03-01,2-Wheelers,Being,446.0
2023-03-01,2-Wheelers,JITENDRA,350.0
2023-03-01,2-Wheelers,OTHERS,5089.0
2024-03-01,2-Wheelers,OLA ELECTRIC,44630.0
2024-03-01,2-Wheelers,TVS,26158.0
2024-03-01,2-Wheelers,ATHER,17012.0
2024-03-01,2-Wheelers,BAJAJ,17716.0
2024-03-01,2-Wheelers,AMPERE,3108.0
2024-03-01,2-Wheelers,OKINAWA,673.0
2024-03-01,2-Wheelers,HERO ELECTRIC,316.0
2024-03-01,2-Wheelers,OKAYA EV,1218.0
2024-03-01,2-Wheelers,BGAUSS,3070.0
2024-03-01,2-Wheelers,BATTRE ELECTRIC,625.0
2024-03-01,2-Wheelers,KINETIC GREEN,3915.0
2024-03-01,2-Wheelers,Revolt,585.0
2024-03-01,2-Wheelers,OTHERS,10579.0
